Time taken for tests:   3.317 seconds
Time taken for tests:   3.421 seconds
Time taken for tests:   3.260 seconds
Time taken for tests:   3.293 seconds
Time taken for tests:   3.358 seconds
Time taken for tests:   3.291 seconds
Time taken for tests:   3.356 seconds
Time taken for tests:   3.346 seconds
Time taken for tests:   3.324 seconds
Time taken for tests:   3.264 seconds
