Time taken for tests:   3.389 seconds
Time taken for tests:   3.317 seconds
Time taken for tests:   3.331 seconds
Time taken for tests:   3.071 seconds
Time taken for tests:   3.065 seconds
Time taken for tests:   3.061 seconds
Time taken for tests:   3.039 seconds
Time taken for tests:   3.033 seconds
Time taken for tests:   3.146 seconds
Time taken for tests:   3.049 seconds
